latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
34.349,-119.317,313.8,1.7,1.3,2017-12-06,2045,A,45,6.0NRT,289.6,20.9,D
34.346,-119.333,320.8,1.7,1.3,2017-12-06,2045,A,72,6.0NRT,291.1,33.4,D
34.354,-119.354,341.6,1.7,1.3,2017-12-06,2045,A,71,6.0NRT,292.3,87.3,D
34.436,-119.045,330.7,1.6,1.2,2017-12-06,2045,A,78,6.0NRT,293.3,46.2,D
34.432,-119.065,328.7,1.6,1.2,2017-12-06,2045,A,61,6.0NRT,298.6,40.4,D
34.369,-119.397,351.5,1.7,1.3,2017-12-06,2045,A,91,6.0NRT,291.6,130.9,D
34.366,-119.415,383.7,1.7,1.3,2017-12-06,2045,A,0,6.0NRT,299.7,354.9,D
34.436,-119.053,346.7,1.6,1.2,2017-12-06,2045,A,94,6.0NRT,296.2,95.7,D
34.368,-119.403,364.2,1.7,1.3,2017-12-06,2045,A,89,6.0NRT,294.2,201.9,D
34.364,-119.421,384.0,1.7,1.3,2017-12-06,2045,A,0,6.0NRT,301.1,355.2,D
34.447,-119.059,390.4,1.6,1.2,2017-12-06,2045,A,100,6.0NRT,304.5,382.6,D
34.443,-119.077,337.4,1.6,1.2,2017-12-06,2045,A,82,6.0NRT,298.2,61.0,D
34.375,-119.423,337.7,1.7,1.3,2017-12-06,2045,A,78,6.0NRT,291.0,80.1,D
34.461,-119.042,349.5,1.6,1.2,2017-12-06,2045,A,96,6.0NRT,292.1,111.9,D
34.458,-119.061,436.6,1.6,1.2,2017-12-06,2045,A,100,6.0NRT,316.5,1078.6,D
34.454,-119.078,425.5,1.6,1.2,2017-12-06,2045,A,100,6.0NRT,326.6,856.5,D
34.451,-119.095,349.3,1.6,1.2,2017-12-06,2045,A,95,6.0NRT,294.5,102.2,D
34.469,-119.062,388.7,1.6,1.2,2017-12-06,2045,A,100,6.0NRT,303.2,369.1,D
34.466,-119.078,504.0,1.6,1.2,2017-12-06,2045,A,100,6.0NRT,400.1,3347.7,D
34.463,-119.096,492.0,1.6,1.2,2017-12-06,2045,A,100,6.0NRT,400.1,2812.4,D
34.48,-119.064,316.5,1.6,1.2,2017-12-06,2045,A,52,6.0NRT,293.0,22.1,D
34.477,-119.079,501.9,1.6,1.2,2017-12-06,2045,A,100,6.0NRT,341.2,3251.0,D
34.474,-119.096,501.5,1.6,1.2,2017-12-06,2045,A,100,6.0NRT,400.1,3241.4,D
34.488,-119.08,326.9,1.6,1.2,2017-12-06,2045,A,25,6.0NRT,287.6,36.9,D
34.485,-119.097,330.2,1.6,1.2,2017-12-06,2045,A,49,6.0NRT,284.8,42.2,D
34.489,-119.136,350.5,1.6,1.2,2017-12-06,2045,A,79,6.0NRT,307.8,113.7,D
34.482,-119.175,319.7,1.6,1.2,2017-12-06,2045,A,33,6.0NRT,295.8,29.0,D
34.501,-119.138,325.7,1.6,1.2,2017-12-06,2045,A,27,6.0NRT,290.7,38.4,D
34.497,-119.157,394.8,1.6,1.2,2017-12-06,2045,A,100,6.0NRT,300.3,439.8,D
34.493,-119.176,370.9,1.6,1.2,2017-12-06,2045,A,100,6.0NRT,302.1,235.3,D
34.5,-119.143,327.1,1.6,1.2,2017-12-06,2045,A,59,6.0NRT,292.4,46.1,D
34.496,-119.162,390.2,1.6,1.2,2017-12-06,2045,A,100,6.0NRT,303.7,395.0,D
34.492,-119.182,325.2,1.6,1.2,2017-12-06,2045,A,77,6.0NRT,299.4,43.5,D
37.212,-119.418,300.0,1.5,1.2,2017-12-06,2045,A,22,6.0NRT,287.3,9.4,D
38.809,-120.526,315.7,1.6,1.2,2017-12-06,2045,A,75,6.0NRT,286.4,26.3,D
38.805,-120.544,372.5,1.6,1.2,2017-12-06,2045,A,100,6.0NRT,291.2,240.5,D
38.816,-120.549,342.3,1.6,1.2,2017-12-06,2045,A,93,6.0NRT,286.2,90.1,D
38.81,-120.534,348.3,1.6,1.2,2017-12-06,2045,A,95,6.0NRT,287.8,112.1,D
38.806,-120.552,354.6,1.6,1.2,2017-12-06,2045,A,98,6.0NRT,291.2,138.6,D
38.817,-120.557,305.9,1.6,1.2,2017-12-06,2045,A,18,6.0NRT,285.7,12.7,D
38.842,-120.601,316.2,1.6,1.2,2017-12-06,2045,A,69,6.0NRT,288.6,26.7,D
38.839,-120.619,303.7,1.6,1.2,2017-12-06,2045,A,49,6.0NRT,289.5,11.9,D
38.871,-120.572,325.0,1.6,1.2,2017-12-06,2045,A,83,6.0NRT,287.0,45.3,D
39.177,-121.613,304.4,1.8,1.3,2017-12-06,2045,A,59,6.0NRT,288.1,14.4,D
39.173,-121.633,300.0,1.8,1.3,2017-12-06,2045,A,14,6.0NRT,288.6,8.5,D
39.213,-122.246,314.5,1.9,1.3,2017-12-06,2045,A,75,6.0NRT,291.2,28.3,D
39.217,-122.255,318.7,1.9,1.3,2017-12-06,2045,A,79,6.0NRT,293.3,38.4,D
42.787,-124.361,320.4,2.0,1.4,2017-12-06,2045,A,80,6.0NRT,285.7,58.0,D
44.42,-119.552,313.5,1.1,1.1,2017-12-06,2045,A,74,6.0NRT,275.9,19.0,D
44.512,-120.719,323.2,1.2,1.1,2017-12-06,2050,A,82,6.0NRT,274.9,33.9,D
46.562,-115.857,311.4,1.0,1.0,2017-12-06,2050,A,71,6.0NRT,270.8,17.0,D
47.818,-117.752,326.3,1.0,1.0,2017-12-06,2050,A,64,6.0NRT,274.5,29.5,D
47.816,-117.765,304.2,1.0,1.0,2017-12-06,2050,A,44,6.0NRT,274.1,10.4,D
17.892,-92.488,302.7,1.0,1.0,2017-12-07,425,T,51,6.0NRT,292.4,3.5,N
17.837,-93.12,318.5,1.0,1.0,2017-12-07,425,T,97,6.0NRT,291.8,16.9,N
17.848,-93.112,302.8,1.0,1.0,2017-12-07,425,T,35,6.0NRT,290.9,5.1,N
17.846,-93.121,336.8,1.0,1.0,2017-12-07,425,T,100,6.0NRT,290.9,39.4,N
18.203,-94.005,305.4,1.1,1.0,2017-12-07,425,T,64,6.0NRT,293.1,5.7,N
18.868,-92.617,315.9,1.0,1.0,2017-12-07,425,T,89,6.0NRT,295.6,11.2,N
18.867,-92.626,351.0,1.0,1.0,2017-12-07,425,T,100,6.0NRT,296.2,61.7,N
19.392,-92.037,310.6,1.0,1.0,2017-12-07,425,T,71,6.0NRT,296.1,6.9,N
19.391,-92.047,322.0,1.0,1.0,2017-12-07,425,T,100,6.0NRT,296.2,17.0,N
19.401,-92.038,306.6,1.0,1.0,2017-12-07,425,T,47,6.0NRT,295.9,4.5,N
19.432,-92.082,308.5,1.0,1.0,2017-12-07,425,T,61,6.0NRT,296.0,5.7,N
19.566,-92.242,305.8,1.0,1.0,2017-12-07,425,T,37,6.0NRT,295.7,4.0,N
19.605,-92.293,333.6,1.0,1.0,2017-12-07,425,T,100,6.0NRT,295.9,31.5,N
19.604,-92.302,306.3,1.0,1.0,2017-12-07,425,T,43,6.0NRT,295.5,4.5,N
32.235,-116.602,371.9,1.3,1.1,2017-12-07,610,T,100,6.0NRT,290.8,187.7,N
32.234,-116.616,387.1,1.3,1.1,2017-12-07,610,T,100,6.0NRT,292.4,279.5,N
32.244,-116.617,302.0,1.3,1.1,2017-12-07,610,T,46,6.0NRT,284.3,10.1,N
34.313,-118.304,308.9,1.2,1.1,2017-12-07,610,T,36,6.0NRT,284.7,12.6,N
34.323,-118.305,329.3,1.2,1.1,2017-12-07,610,T,100,6.0NRT,289.0,36.9,N
34.321,-118.317,309.2,1.2,1.1,2017-12-07,610,T,33,6.0NRT,286.4,12.9,N
34.331,-118.319,348.9,1.2,1.1,2017-12-07,610,T,100,6.0NRT,288.3,75.5,N
34.329,-118.331,323.1,1.2,1.1,2017-12-07,610,T,100,6.0NRT,286.3,27.5,N
34.326,-119.29,309.4,1.1,1.0,2017-12-07,610,T,77,6.0NRT,282.8,12.9,N
34.325,-119.301,343.3,1.1,1.0,2017-12-07,610,T,100,6.0NRT,287.6,56.9,N
34.324,-119.383,369.0,1.1,1.0,2017-12-07,610,T,100,6.0NRT,294.0,123.6,N
34.323,-119.394,338.8,1.1,1.0,2017-12-07,610,T,100,6.0NRT,289.8,46.3,N
34.33,-119.407,324.0,1.1,1.0,2017-12-07,610,T,100,6.0NRT,287.9,24.4,N
34.392,-118.994,352.1,1.1,1.0,2017-12-07,610,T,100,6.0NRT,294.8,77.0,N
34.391,-119.006,436.7,1.1,1.0,2017-12-07,610,T,100,6.0NRT,317.1,627.8,N
34.389,-119.017,356.2,1.1,1.0,2017-12-07,610,T,100,6.0NRT,296.6,86.4,N
34.351,-119.319,332.4,1.1,1.0,2017-12-07,610,T,100,6.0NRT,288.5,37.1,N
34.35,-119.331,345.4,1.1,1.0,2017-12-07,610,T,100,6.0NRT,290.7,60.1,N
34.348,-119.342,319.2,1.1,1.0,2017-12-07,610,T,98,6.0NRT,286.8,20.5,N
34.341,-119.398,346.6,1.1,1.0,2017-12-07,610,T,100,6.0NRT,288.5,59.2,N
34.339,-119.409,343.1,1.1,1.0,2017-12-07,610,T,100,6.0NRT,288.6,53.6,N
34.401,-118.996,376.2,1.1,1.0,2017-12-07,610,T,100,6.0NRT,298.7,157.2,N
34.4,-119.008,410.1,1.1,1.0,2017-12-07,610,T,100,6.0NRT,310.1,359.9,N
34.398,-119.02,351.1,1.1,1.0,2017-12-07,610,T,100,6.0NRT,294.9,72.3,N
34.357,-119.344,337.1,1.1,1.0,2017-12-07,610,T,100,6.0NRT,290.3,44.2,N
34.356,-119.355,327.8,1.1,1.0,2017-12-07,610,T,100,6.0NRT,288.9,30.0,N
34.412,-118.986,387.6,1.1,1.0,2017-12-07,610,T,100,6.0NRT,298.7,212.2,N
34.411,-118.998,401.7,1.1,1.0,2017-12-07,610,T,100,6.0NRT,305.4,297.4,N
34.409,-119.01,342.4,1.1,1.0,2017-12-07,610,T,100,6.0NRT,294.8,51.4,N
34.408,-119.022,315.9,1.1,1.0,2017-12-07,610,T,6,6.0NRT,289.0,14.1,N
34.406,-119.034,313.6,1.1,1.0,2017-12-07,610,T,0,6.0NRT,288.3,13.5,N
34.365,-119.357,323.5,1.1,1.0,2017-12-07,610,T,100,6.0NRT,288.9,24.0,N
34.363,-119.368,360.7,1.1,1.0,2017-12-07,610,T,100,6.0NRT,292.5,96.8,N
34.362,-119.379,321.6,1.1,1.0,2017-12-07,610,T,100,6.0NRT,286.6,21.3,N
34.421,-118.989,311.5,1.1,1.0,2017-12-07,610,T,53,6.0NRT,289.2,11.8,N
34.42,-119.001,324.2,1.1,1.0,2017-12-07,610,T,72,6.0NRT,291.6,24.1,N
34.37,-119.393,328.6,1.1,1.0,2017-12-07,610,T,100,6.0NRT,287.9,29.7,N
34.368,-119.404,314.4,1.1,1.0,2017-12-07,610,T,89,6.0NRT,287.9,13.9,N
34.367,-119.415,328.9,1.1,1.0,2017-12-07,610,T,100,6.0NRT,290.9,29.3,N
34.365,-119.427,348.7,1.1,1.0,2017-12-07,610,T,100,6.0NRT,292.1,64.7,N
34.429,-119.003,326.4,1.1,1.0,2017-12-07,610,T,78,6.0NRT,292.5,27.6,N
34.377,-119.405,322.5,1.1,1.0,2017-12-07,610,T,100,6.0NRT,287.2,22.6,N
34.376,-119.417,382.3,1.1,1.0,2017-12-07,610,T,100,6.0NRT,297.4,177.2,N
34.374,-119.429,374.0,1.1,1.0,2017-12-07,610,T,100,6.0NRT,300.7,141.4,N
34.373,-119.44,415.0,1.1,1.0,2017-12-07,610,T,100,6.0NRT,304.5,385.2,N
34.438,-119.006,317.6,1.1,1.0,2017-12-07,610,T,32,6.0NRT,287.0,17.0,N
34.437,-119.018,328.3,1.1,1.0,2017-12-07,610,T,91,6.0NRT,286.5,29.6,N
34.385,-119.419,319.3,1.1,1.0,2017-12-07,610,T,98,6.0NRT,285.8,19.5,N
34.384,-119.43,323.0,1.1,1.0,2017-12-07,610,T,100,6.0NRT,286.8,23.5,N
34.382,-119.441,411.6,1.1,1.0,2017-12-07,610,T,100,6.0NRT,294.8,358.1,N
34.381,-119.452,337.2,1.1,1.0,2017-12-07,610,T,100,6.0NRT,287.2,43.5,N
34.443,-119.013,309.5,1.1,1.0,2017-12-07,610,T,78,6.0NRT,284.2,12.3,N
34.442,-119.024,310.3,1.1,1.0,2017-12-07,610,T,80,6.0NRT,284.8,12.8,N
34.439,-119.047,342.1,1.1,1.0,2017-12-07,610,T,100,6.0NRT,290.0,53.5,N
34.438,-119.058,322.2,1.1,1.0,2017-12-07,610,T,100,6.0NRT,286.9,22.6,N
34.45,-119.037,352.7,1.1,1.0,2017-12-07,610,T,100,6.0NRT,291.7,77.9,N
34.449,-119.048,371.8,1.1,1.0,2017-12-07,610,T,100,6.0NRT,296.3,138.6,N
34.447,-119.059,347.0,1.1,1.0,2017-12-07,610,T,100,6.0NRT,293.8,63.9,N
34.459,-119.039,384.0,1.1,1.0,2017-12-07,610,T,100,6.0NRT,300.0,193.3,N
34.458,-119.05,390.9,1.1,1.0,2017-12-07,610,T,100,6.0NRT,306.4,229.7,N
34.456,-119.061,318.9,1.1,1.0,2017-12-07,610,T,98,6.0NRT,289.4,18.5,N
34.468,-119.041,311.9,1.1,1.0,2017-12-07,610,T,84,6.0NRT,286.4,14.2,N
34.467,-119.052,363.0,1.1,1.0,2017-12-07,610,T,100,6.0NRT,291.7,107.8,N
34.466,-119.064,322.2,1.1,1.0,2017-12-07,610,T,100,6.0NRT,287.7,22.8,N
34.457,-119.133,325.3,1.1,1.0,2017-12-07,610,T,100,6.0NRT,286.8,26.9,N
34.475,-119.066,302.8,1.1,1.0,2017-12-07,610,T,12,6.0NRT,285.8,6.8,N
34.473,-119.078,310.4,1.1,1.0,2017-12-07,610,T,66,6.0NRT,285.1,12.0,N
34.466,-119.135,304.4,1.1,1.0,2017-12-07,610,T,19,6.0NRT,286.9,7.6,N
34.465,-119.147,334.8,1.1,1.0,2017-12-07,610,T,100,6.0NRT,291.0,40.1,N
34.463,-119.158,323.1,1.1,1.0,2017-12-07,610,T,85,6.0NRT,288.4,22.7,N
34.455,-119.226,301.2,1.1,1.0,2017-12-07,610,T,21,6.0NRT,284.4,3.5,N
34.474,-119.149,380.6,1.1,1.0,2017-12-07,610,T,100,6.0NRT,298.7,173.6,N
34.472,-119.16,346.7,1.1,1.0,2017-12-07,610,T,100,6.0NRT,294.2,59.7,N
34.471,-119.171,359.1,1.1,1.0,2017-12-07,610,T,100,6.0NRT,301.3,91.7,N
34.47,-119.182,389.3,1.1,1.0,2017-12-07,610,T,100,6.0NRT,306.1,215.7,N
34.468,-119.193,344.3,1.1,1.0,2017-12-07,610,T,100,6.0NRT,294.2,54.6,N
34.467,-119.205,347.9,1.1,1.0,2017-12-07,610,T,100,6.0NRT,291.2,62.0,N
34.465,-119.216,363.0,1.1,1.0,2017-12-07,610,T,100,6.0NRT,293.8,103.1,N
34.464,-119.228,350.2,1.1,1.0,2017-12-07,610,T,100,6.0NRT,293.7,67.8,N
34.462,-119.239,344.3,1.1,1.0,2017-12-07,610,T,100,6.0NRT,292.4,54.0,N
34.461,-119.251,318.8,1.1,1.0,2017-12-07,610,T,97,6.0NRT,290.2,15.9,N
34.458,-119.274,307.1,1.1,1.0,2017-12-07,610,T,44,6.0NRT,286.5,6.7,N
34.49,-119.095,303.4,1.1,1.0,2017-12-07,610,T,44,6.0NRT,280.2,8.4,N
34.482,-119.162,322.7,1.1,1.0,2017-12-07,610,T,64,6.0NRT,289.7,20.2,N
34.48,-119.173,322.6,1.1,1.0,2017-12-07,610,T,96,6.0NRT,293.3,20.4,N
34.479,-119.184,322.6,1.1,1.0,2017-12-07,610,T,88,6.0NRT,295.0,18.9,N
34.477,-119.196,339.7,1.1,1.0,2017-12-07,610,T,100,6.0NRT,297.0,43.0,N
34.476,-119.207,366.8,1.1,1.0,2017-12-07,610,T,100,6.0NRT,298.8,112.8,N
34.474,-119.219,379.3,1.1,1.0,2017-12-07,610,T,100,6.0NRT,300.4,163.5,N
34.473,-119.23,372.0,1.1,1.0,2017-12-07,610,T,100,6.0NRT,303.5,133.1,N
34.471,-119.242,370.3,1.1,1.0,2017-12-07,610,T,100,6.0NRT,304.7,126.4,N
34.47,-119.253,397.9,1.1,1.0,2017-12-07,610,T,100,6.0NRT,312.9,263.0,N
34.469,-119.265,408.4,1.1,1.0,2017-12-07,610,T,100,6.0NRT,312.3,334.5,N
34.467,-119.276,366.4,1.1,1.0,2017-12-07,610,T,100,6.0NRT,291.9,111.2,N
34.466,-119.287,335.8,1.1,1.0,2017-12-07,610,T,100,6.0NRT,283.0,36.1,N
34.464,-119.299,321.3,1.1,1.0,2017-12-07,610,T,49,6.0NRT,285.2,17.0,N
34.486,-119.198,369.2,1.1,1.0,2017-12-07,610,T,100,6.0NRT,300.8,123.4,N
34.485,-119.209,388.5,1.1,1.0,2017-12-07,610,T,100,6.0NRT,299.8,208.6,N
34.483,-119.221,445.6,1.1,1.0,2017-12-07,610,T,100,6.0NRT,310.9,724.3,N
34.482,-119.233,338.5,1.1,1.0,2017-12-07,610,T,100,6.0NRT,298.5,41.3,N
34.481,-119.244,352.9,1.1,1.0,2017-12-07,610,T,100,6.0NRT,306.4,71.6,N
34.479,-119.256,372.8,1.1,1.0,2017-12-07,610,T,100,6.0NRT,310.9,134.4,N
34.478,-119.267,428.2,1.1,1.0,2017-12-07,610,T,100,6.0NRT,316.6,512.5,N
34.476,-119.278,437.8,1.1,1.0,2017-12-07,610,T,100,6.0NRT,302.2,619.0,N
34.475,-119.289,406.9,1.1,1.0,2017-12-07,610,T,100,6.0NRT,287.3,322.3,N
34.473,-119.301,353.9,1.1,1.0,2017-12-07,610,T,100,6.0NRT,283.4,71.8,N
34.472,-119.313,327.6,1.1,1.0,2017-12-07,610,T,84,6.0NRT,283.7,24.6,N
34.497,-119.189,361.1,1.1,1.0,2017-12-07,610,T,100,6.0NRT,294.6,95.6,N
34.496,-119.2,380.9,1.1,1.0,2017-12-07,610,T,100,6.0NRT,295.2,170.8,N
34.491,-119.235,358.7,1.1,1.0,2017-12-07,610,T,100,6.0NRT,299.4,89.0,N
34.49,-119.247,453.0,1.1,1.0,2017-12-07,610,T,100,6.0NRT,341.9,826.6,N
34.488,-119.258,500.0,1.1,1.0,2017-12-07,610,T,100,6.0NRT,373.8,1770.7,N
34.487,-119.269,478.2,1.1,1.0,2017-12-07,610,T,100,6.0NRT,314.1,1265.6,N
34.485,-119.28,422.3,1.1,1.0,2017-12-07,610,T,100,6.0NRT,298.5,453.4,N
34.484,-119.291,437.1,1.1,1.0,2017-12-07,610,T,100,6.0NRT,293.2,611.0,N
34.482,-119.303,396.3,1.1,1.0,2017-12-07,610,T,100,6.0NRT,286.0,248.3,N
34.481,-119.315,332.1,1.1,1.0,2017-12-07,610,T,88,6.0NRT,283.4,30.7,N
34.509,-119.169,392.2,1.1,1.0,2017-12-07,610,T,100,6.0NRT,305.2,234.6,N
34.508,-119.18,430.2,1.1,1.0,2017-12-07,610,T,100,6.0NRT,314.5,542.2,N
34.506,-119.191,343.4,1.1,1.0,2017-12-07,610,T,100,6.0NRT,289.8,53.6,N
34.5,-119.237,364.6,1.1,1.0,2017-12-07,610,T,100,6.0NRT,289.8,107.7,N
34.499,-119.249,465.4,1.1,1.0,2017-12-07,610,T,100,6.0NRT,319.5,1028.1,N
34.497,-119.26,500.0,1.1,1.0,2017-12-07,610,T,100,6.0NRT,335.0,1772.7,N
34.496,-119.271,438.9,1.1,1.0,2017-12-07,610,T,100,6.0NRT,300.7,636.6,N
34.494,-119.283,407.9,1.1,1.0,2017-12-07,610,T,100,6.0NRT,296.1,332.5,N
34.493,-119.294,424.0,1.1,1.0,2017-12-07,610,T,100,6.0NRT,295.2,470.0,N
34.492,-119.305,415.3,1.1,1.0,2017-12-07,610,T,100,6.0NRT,290.9,389.4,N
34.49,-119.316,328.5,1.1,1.0,2017-12-07,610,T,66,6.0NRT,285.2,27.5,N
34.516,-119.165,316.7,1.1,1.0,2017-12-07,610,T,94,6.0NRT,284.2,18.6,N
34.515,-119.176,389.9,1.1,1.0,2017-12-07,610,T,100,6.0NRT,295.8,222.9,N
34.513,-119.188,325.6,1.1,1.0,2017-12-07,610,T,100,6.0NRT,284.9,27.2,N
34.505,-119.256,313.6,1.1,1.0,2017-12-07,610,T,62,6.0NRT,287.3,12.2,N
34.503,-119.267,313.4,1.1,1.0,2017-12-07,610,T,87,6.0NRT,287.3,12.0,N
34.502,-119.278,306.6,1.1,1.0,2017-12-07,610,T,31,6.0NRT,286.1,6.8,N
34.501,-119.29,314.1,1.1,1.0,2017-12-07,610,T,86,6.0NRT,286.9,12.8,N
34.499,-119.301,324.8,1.1,1.0,2017-12-07,610,T,100,6.0NRT,287.3,24.5,N
34.498,-119.312,309.2,1.1,1.0,2017-12-07,610,T,77,6.0NRT,287.4,10.6,N
34.496,-119.324,301.0,1.1,1.0,2017-12-07,610,T,31,6.0NRT,285.7,5.8,N
42.774,-121.378,310.6,1.1,1.0,2017-12-07,610,T,80,6.0NRT,269.2,17.9,N
43.07,-121.438,303.6,1.1,1.0,2017-12-07,610,T,56,6.0NRT,266.5,12.4,N
43.069,-121.451,307.2,1.1,1.0,2017-12-07,610,T,71,6.0NRT,266.8,15.0,N
42.793,-124.362,317.5,1.0,1.0,2017-12-07,610,T,95,6.0NRT,283.9,19.0,N
42.954,-123.961,308.8,1.0,1.0,2017-12-07,610,T,76,6.0NRT,283.7,11.5,N
43.421,-122.999,323.5,1.0,1.0,2017-12-07,610,T,100,6.0NRT,282.1,25.4,N
43.42,-123.011,329.9,1.0,1.0,2017-12-07,610,T,100,6.0NRT,282.6,33.1,N
44.517,-120.729,306.2,1.2,1.1,2017-12-07,615,T,67,6.0NRT,269.3,16.7,N
19.612,-92.289,312.2,4.2,1.9,2017-12-07,715,A,78,6.0NRT,290.1,89.5,N
19.61,-92.297,309.4,4.2,1.9,2017-12-07,715,A,66,6.0NRT,290.1,72.7,N
17.855,-93.124,304.3,4.6,2.0,2017-12-07,715,A,59,6.0NRT,288.7,61.2,N
17.852,-93.089,300.8,4.5,2.0,2017-12-07,715,A,33,6.0NRT,288.7,44.4,N
19.394,-155.104,310.3,1.0,1.0,2017-12-07,1210,A,80,6.0NRT,282.0,12.5,N
19.393,-155.094,328.5,1.0,1.0,2017-12-07,1210,A,100,6.0NRT,287.0,30.3,N
19.391,-155.085,385.1,1.0,1.0,2017-12-07,1210,A,100,6.0NRT,312.6,184.1,N
19.39,-155.075,314.4,1.0,1.0,2017-12-07,1210,A,89,6.0NRT,290.8,14.9,N
19.388,-155.065,330.9,1.0,1.0,2017-12-07,1210,A,100,6.0NRT,290.5,32.9,N
19.387,-155.055,317.6,1.0,1.0,2017-12-07,1210,A,95,6.0NRT,286.7,18.2,N
19.413,-155.288,313.1,1.0,1.0,2017-12-07,1210,A,86,6.0NRT,281.0,14.8,N
19.411,-155.278,433.5,1.0,1.0,2017-12-07,1210,A,100,6.0NRT,298.6,535.4,N
19.41,-155.269,324.7,1.0,1.0,2017-12-07,1210,A,100,6.0NRT,283.2,25.6,N
19.381,-155.076,318.2,1.0,1.0,2017-12-07,1210,A,96,6.0NRT,287.6,18.6,N
19.379,-155.067,310.6,1.0,1.0,2017-12-07,1210,A,80,6.0NRT,288.5,11.9,N
19.402,-155.28,361.6,1.0,1.0,2017-12-07,1210,A,100,6.0NRT,287.7,96.0,N
19.401,-155.27,304.3,1.0,1.0,2017-12-07,1210,A,59,6.0NRT,280.8,8.7,N
19.367,-155.049,317.4,1.0,1.0,2017-12-07,1210,A,95,6.0NRT,287.8,18.0,N
19.358,-155.05,341.6,1.0,1.0,2017-12-07,1210,A,100,6.0NRT,290.4,49.1,N
19.357,-155.04,318.6,1.0,1.0,2017-12-07,1210,A,97,6.0NRT,290.1,18.1,N
19.349,-155.051,333.7,1.0,1.0,2017-12-07,1210,A,100,6.0NRT,292.8,36.1,N
19.347,-155.041,335.4,1.0,1.0,2017-12-07,1210,A,100,6.0NRT,297.4,38.6,N
19.346,-155.032,310.4,1.0,1.0,2017-12-07,1210,A,80,6.0NRT,290.9,10.7,N
43.426,-123.008,319.5,1.0,1.0,2017-12-07,1025,A,99,6.0NRT,281.8,22.7,N
43.424,-122.996,315.5,1.0,1.0,2017-12-07,1025,A,91,6.0NRT,283.0,18.7,N
43.016,-123.807,305.1,1.0,1.0,2017-12-07,1025,A,63,6.0NRT,281.7,9.7,N
42.794,-124.358,306.7,1.0,1.0,2017-12-07,1025,A,69,6.0NRT,284.1,10.9,N
34.526,-119.188,311.2,2.4,1.5,2017-12-07,1025,A,82,6.0NRT,280.5,47.9,N
34.521,-119.164,354.6,2.4,1.5,2017-12-07,1025,A,100,6.0NRT,284.5,271.3,N
34.519,-119.217,342.0,2.4,1.5,2017-12-07,1025,A,100,6.0NRT,288.2,175.0,N
34.513,-119.192,327.9,2.4,1.5,2017-12-07,1025,A,100,6.0NRT,289.4,101.1,N
34.508,-119.169,320.0,2.4,1.5,2017-12-07,1025,A,100,6.0NRT,284.6,72.1,N
34.505,-119.219,399.4,2.4,1.5,2017-12-07,1025,A,100,6.0NRT,296.6,888.0,N
34.499,-119.192,346.1,2.4,1.5,2017-12-07,1025,A,100,6.0NRT,294.0,196.2,N
34.472,-119.068,314.7,2.4,1.5,2017-12-07,1025,A,82,6.0NRT,282.1,56.2,N
34.466,-119.042,321.6,2.4,1.5,2017-12-07,1025,A,100,6.0NRT,286.3,79.7,N
34.492,-119.221,402.5,2.4,1.5,2017-12-07,1025,A,100,6.0NRT,293.2,949.9,N
34.486,-119.193,357.7,2.4,1.5,2017-12-07,1025,A,100,6.0NRT,290.3,286.5,N
34.452,-119.042,327.4,2.4,1.5,2017-12-07,1025,A,100,6.0NRT,287.8,102.2,N
34.519,-119.199,319.3,2.4,1.5,2017-12-07,1025,A,52,6.0NRT,284.7,61.1,N
34.514,-119.175,352.1,2.4,1.5,2017-12-07,1025,A,100,6.0NRT,287.4,240.4,N
34.508,-119.15,309.4,2.4,1.5,2017-12-07,1025,A,39,6.0NRT,282.0,39.0,N
34.511,-119.226,342.3,2.4,1.5,2017-12-07,1025,A,97,6.0NRT,287.8,166.2,N
34.505,-119.199,342.6,2.4,1.5,2017-12-07,1025,A,93,6.0NRT,296.4,167.6,N
34.472,-119.047,320.2,2.4,1.5,2017-12-07,1025,A,100,6.0NRT,285.2,74.7,N
34.497,-119.228,408.5,2.4,1.5,2017-12-07,1025,A,100,6.0NRT,292.8,1089.3,N
34.491,-119.199,401.8,2.4,1.5,2017-12-07,1025,A,100,6.0NRT,299.6,938.4,N
34.459,-119.049,318.4,2.4,1.5,2017-12-07,1025,A,97,6.0NRT,286.2,68.8,N
34.499,-119.302,305.5,2.3,1.5,2017-12-07,1025,A,62,6.0NRT,285.1,30.1,N
34.495,-119.28,308.1,2.4,1.5,2017-12-07,1025,A,50,6.0NRT,287.2,34.1,N
34.484,-119.23,315.8,2.4,1.5,2017-12-07,1025,A,25,6.0NRT,285.7,49.0,N
34.478,-119.201,319.6,2.4,1.5,2017-12-07,1025,A,87,6.0NRT,285.5,64.7,N
34.473,-119.177,332.3,2.4,1.5,2017-12-07,1025,A,100,6.0NRT,286.7,120.5,N
34.467,-119.153,311.6,2.4,1.5,2017-12-07,1025,A,77,6.0NRT,284.3,46.5,N
34.445,-119.051,323.0,2.4,1.5,2017-12-07,1025,A,90,6.0NRT,285.3,82.7,N
34.441,-119.03,311.0,2.5,1.5,2017-12-07,1025,A,35,6.0NRT,284.6,42.9,N
34.486,-119.303,351.7,2.3,1.5,2017-12-07,1025,A,100,6.0NRT,287.7,228.4,N
34.481,-119.28,364.7,2.4,1.5,2017-12-07,1025,A,100,6.0NRT,294.6,343.5,N
